entity,catg,subcatg,TA_score,count
niebla,Motor,Problemas Comunes en Vehículos,64.015,6
nieve,General,Accidentes y Responsabilidades,64.8861052631579,95
nitrógeno,Motor,Seguros de Responsabilidad Civil,66.31125,8
nivel de vida,Economía,Seguros y Coberturas,41.3472,25
nivel freático,Economía,Seguros y Coberturas,53.63714285714286,7
no violencia,Economía,Aspectos Legales y Normativos,70.9,1
nochebuena,General,Multas y Sanciones,55.96529411764706,51
nochevieja,General,Multas y Sanciones,61.13117647058824,51
normas de tránsito,Motor,Normativas de Circulación y Licencias,50.5452380952381,21
normativa europea sobre emisiones,Motor,Normativas de Circulación y Licencias,89.62314285714285,35
noruega,Economía,Seguros y Coberturas,65.5,1
notario,Economía,Aspectos Legales y Normativos,72.6925,12
novación,Economía,Consultas y Atención al Cliente,51.04237288135593,59
novela picaresca,Hogar,Reparaciones y Mantenimiento,51.98866666666667,15
nube,Economía,Seguros y Coberturas,58.151428571428575,7
nuda propiedad,Economía,Impuestos y Deducciones,63.8,2
nueva york,Viajes,Cobertura Médica Internacional,64.10592592592593,27
nuez (fruto),Salud,Trastornos Endocrinos,65.24264705882354,306
nuez de adán,Salud,Trastornos Endocrinos,64.21052287581699,306
nulidad,Economía,Cancelación y Baja de Seguros,57.88,1
nutrición,Salud,Salud Pancreática,75.68278546712803,578
nutrición deportiva,Salud,Medicina Preventiva,42.67,2
nutriente esencial,Salud,Medicina Preventiva,64.44,1
nutrimento,Salud,Trastornos Endocrinos,74.27227040816327,392
náusea,Salud,Salud Mental y Emocional,64.61705882352942,17
níquel,Motor,Mantenimiento y Reemplazo de Embragues,58.6,8
nódulo (medicina),Economía,Seguros y Coberturas,40.4,1
nómada,Economía,Cancelación y Baja de Seguros,50.126666666666665,3
número de chasis,Motor,Aspectos Legales de la Propiedad Vehicular,52.35235294117647,17
número de identificación personal,Economía,Seguros y Coberturas,59.72,1
número de teléfono,General,Seguros y Coberturas,48.98823529411764,17
obesidad,Salud,Salud Mental y Emocional,68.56875000000001,96
obesidad mórbida,Salud,Salud Mental y Emocional,74.61384615384615,13
objetivo gran angular,Motor,Normativas de Circulación y Licencias,50.85363636363636,11
obligación de dar,Economía,Seguros y Coberturas,66.14,5
obligación jurídica,Hogar,Coberturas y Responsabilidades,71.50191176470588,68
obra de arte,Economía,Seguros y Coberturas,50.64644444444445,45
obsolescencia,Economía,Seguros y Coberturas,58.08434782608696,23
obstetricia (especialidad médica),Salud,Medicina Preventiva,60.07,8
obstetricia (matronería),Salud,Medicina Preventiva,59.466153846153844,13
ocio,General,Accidentes y Responsabilidades,41.265454545454546,22
odinofagia,Salud,Salud Respiratoria,68.70068965517241,29
odontología,Salud,Salud Mental y Emocional,78.72438596491229,57
odontología preventiva,Economía,Salud y Bienestar,64.06428571428572,7
odontopediatría,Economía,Salud y Bienestar,64.92666666666666,6
oenothera,Salud,Medicina Preventiva,71.51333333333334,3
oferta,Motor,Aspectos Legales de la Propiedad Vehicular,66.06,1
oficina de correos,Motor,Aspectos Legales de la Propiedad Vehicular,32.22,3
oftalmología,Salud,Medicina Preventiva,58.28285714285715,42
ojo,General,Accidentes y Responsabilidades,59.83994100294986,339
ojo humano,Salud,Medicina Preventiva,81.25,1
ola,General,Accidentes y Responsabilidades,75.3,2
ola de calor,Hogar,Coberturas y Responsabilidades,65.16,4
oligoelemento,Salud,Salud Digestiva,74.69022222222222,45
olor,Hogar,Coberturas y Responsabilidades,64.57000000000001,6
omisión (derecho),Economía,Seguros y Coberturas,66.61125,8
oncología,Economía,Seguros y Coberturas,62.418,15
oncología médica,Economía,Seguros y Coberturas,53.435,4
oncología radioterápica,Economía,Seguros y Coberturas,40.19714285714286,7
onda de choque,Economía,Seguros y Coberturas,38.05285714285714,7
opción financiera,Motor,Gestión de Seguros Automovilísticos,83.4,1
opio,Salud,Medicina Preventiva,60.70666666666667,3
opioide,Motor,Gestión de Seguros Automovilísticos,85.06,1
orden (biología),Hogar,Alquiler y Derechos del Inquilino,45.35029411764706,68
orden sucesorio,Economía,Aspectos Legales y Normativos,60.64833333333333,6
ordenamiento jurídico,Economía,Seguros y Coberturas,58.254,20
ordenanza reguladora de aparcamiento,General,Multas y Sanciones,80.68431372549018,51
orfandad,Economía,Seguros y Coberturas,40.940000000000005,3
orfebrería,General,Seguros y Coberturas,53.56666666666666,3
organismo público (españa),Economía,Aspectos Legales y Normativos,50.2425,12
organización mundial de la salud,General,Accidentes y Responsabilidades,69.60564102564102,39
organización médica colegial de españa,Economía,Seguros y Coberturas,42.18,7
orientación sexual,Salud,Medicina Preventiva,37.185,2
orina,Salud,Salud Infantil,55.6775,12
oro,Motor,Aspectos Legales de la Propiedad Vehicular,58.61,8
orofaringe,Salud,Medicina Preventiva,47.2,1
orthocoronavirinae,Viajes,Seguros de Viaje,62.75333333333334,6
ortodoncia,Economía,Salud y Bienestar,74.88142857142857,21
ortoqueratología,Salud,Medicina Preventiva,84.45357142857142,14
oryctolagus cuniculus,Salud,Medicina Preventiva,57.6325,4
osteopatía,Economía,Seguros y Coberturas,68.46875,8
osteoporosis,Salud,Salud Digestiva,66.88673076923077,52
otorrinolaringología,Salud,Salud Respiratoria,70.87818181818182,55
otoño,Hogar,Coberturas y Responsabilidades,46.42666666666667,3
ovario,Salud,Trastornos Endocrinos,75.0241935483871,31
ovis orientalis aries,Economía,Seguros y Coberturas,48.8,1
ovis orientalis musimon,Economía,Seguros y Coberturas,48.7,1
ovulación,Salud,Trastornos Endocrinos,79.80863636363637,22
oxalato (química),Salud,Medicina Preventiva,56.156666666666666,3
oxicodona,Motor,Gestión de Seguros Automovilísticos,90.6,1
oxígeno,Salud,Trastornos Endocrinos,63.62814332247557,307
ozonoterapia,Economía,Salud y Bienestar,48.12,1
oído,Salud,Trastornos Endocrinos,59.53924855491329,346
oído medio,Salud,Medicina Preventiva,53.44,1
paciente,Salud,Trastornos Endocrinos,57.692414965986394,588
paciente terminal,Mascotas,Cuidado y Mantenimiento de la Piel,54.646,5
paella,Hogar,Reparaciones y Mantenimiento,70.6557142857143,14
pago,Economía,Aspectos Legales y Normativos,76.20777777777778,9
pago pago,Economía,Seguros y Coberturas,59.97,1
palabra,Economía,Seguros y Coberturas,69.24428571428571,7
paladar,Salud,Medicina Preventiva,45.935,2
paladio,Motor,Robos y Vandalismo en Vehículos,64.04666666666667,3
palanca,Economía,Seguros y Coberturas,54.188,10
palanca de cambios (automóvil),Motor,Problemas Comunes en Vehículos,55.01857142857143,7
palencia,Motor,Normativas de Circulación y Licencias,56.84888888888889,9
paleolítico,General,Seguros y Coberturas,62.32,3
palillos,Economía,Seguros y Coberturas,59.54333333333333,3
palpación,Economía,Seguros y Coberturas,36.6,1
pan,Hogar,Coberturas y Responsabilidades,60.89564102564102,39
panal,Salud,Medicina Preventiva,42.3,1
panax ginseng,Salud,Medicina Preventiva,58.199999999999996,3
pancreatitis,Salud,Salud Pancreática,87.85379958246347,479
pancreatitis crónica,Salud,Salud Pancreática,72.65774530271398,479
pandemia,Salud,Salud Mental y Emocional,55.60375,8
pandemia de covid-19,General,Accidentes y Responsabilidades,67.93605263157895,38
panel de instrumentos,Motor,Problemas Comunes en Vehículos,39.8825,4
panel fotovoltaico,Hogar,Coberturas y Responsabilidades,70.55,2
panel solar,Hogar,Coberturas y Responsabilidades,57.164,30
papel,Motor,Problemas Comunes en Vehículos,62.38,1
papel de lija,Hogar,Coberturas y Responsabilidades,72.22714285714285,7
papel moneda,Economía,Consultas y Atención al Cliente,62.596000000000004,5
papiloma,Salud,Salud Infantil,45.13333333333333,15
parabrisas,Economía,Impuestos y Deducciones,53.64608974358975,156
paracetamol,Salud,Medicina Preventiva,88.68384615384616,78
paradigma,Hogar,Normativas y Regulaciones Vecinales,63.34909090909091,11
parasitismo,Economía,Riesgos y Responsabilidades,63.139135802469134,486
pareja de hecho,Economía,Consultas y Atención al Cliente,48.03,4
parentesco,Economía,Seguros y Coberturas,68.4775,8
parotiditis,Salud,Salud Infantil,72.25,7
parpadeo (tecnología),Hogar,Electrodomésticos y Averías,56.716153846153844,13
parqué,Hogar,Reparaciones y Mantenimiento,56.707142857142856,49
parquímetro,General,Multas y Sanciones,74.0372549019608,51
parrillada,Motor,Normativas de Circulación y Licencias,56.540000000000006,2
parto,Economía,Seguros y Coberturas,58.87991150442478,113
parto pretérmino,Economía,Seguros y Coberturas,45.98428571428571,7
parálisis,Salud,Medicina Preventiva,42.88,1
parálisis cerebral,Salud,Medicina Preventiva,66.4,1
parámetro,Economía,Consultas y Atención al Cliente,60.07333333333333,3
pasajero,Motor,Requisitos para Conducir sin Licencia,70.53500000000001,42
pasaporte,Economía,Riesgos y Responsabilidades,64.009,10
pasivo,Economía,Seguros y Coberturas,59.32785714285715,14
paso de cebra,Motor,Mantenimiento y Reemplazo de Embragues,60.527933884297525,121
paso de montaña,Motor,Problemas Comunes en Vehículos,43.046,5
paso de peatones,Motor,Aspectos Legales de la Propiedad Vehicular,60.82625,8
pastel,Economía,Aspectos Legales y Normativos,61.06,4
pastel (técnica),Hogar,Coberturas y Responsabilidades,56.795,2
patente,Motor,Problemas Comunes en Vehículos,52.295,10
paternidad,Economía,Aspectos Legales y Normativos,53.91,2
patinete eléctrico,Economía,Seguros y Coberturas,67.5375,8
patología,Salud,Trastornos Endocrinos,60.54485355648535,478
patrimonio,Economía,Riesgos y Responsabilidades,58.595729729729726,185
paz,Economía,Seguros y Coberturas,51.818,5
país vasco,Mascotas,Cuidado y Mantenimiento de la Piel,51.156666666666666,6
países bajos,General,Multas y Sanciones,67.08615384615385,13
pda,General,Multas y Sanciones,55.53098039215686,51
pdf,Economía,Aspectos Legales y Normativos,48.25,1
peatón,General,Accidentes y Responsabilidades,73.77035714285715,28
pediatría,Salud,Medicina Preventiva,60.8554347826087,46
pegatina,Motor,Aspectos Legales de la Propiedad Vehicular,51.995000000000005,10
pelo,Salud,Medicina Preventiva,61.2,1
pelvis,Salud,Medicina Preventiva,48.79,7
pena,Salud,Medicina Preventiva,57.8,1
pensamiento,Salud,Medicina Preventiva,56.64594594594595,37
pensión,Economía,Seguros y Coberturas,63.15793650793651,189
pensión no contributiva,Salud,Medicina Preventiva,35.8,1
penthouse (apartamento),Hogar,Coberturas y Responsabilidades,69.7,1
pequeña y mediana empresa,Economía,Seguros y Coberturas,62.273,50
percepción,Salud,Salud Mental y Emocional,60.84648648648649,37
perdiz,Economía,Seguros y Coberturas,33.22,1
perfume,Economía,Seguros y Coberturas,59.22,4
perihelio,Economía,Seguros y Coberturas,49.276875000000004,16
periodismo,Noticias,Delitos y Vandalismo,57.16659649122807,285
periodoncia,Economía,Seguros y Coberturas,52.74,2
periodontitis,Salud,Medicina Preventiva,73.25,1
periodonto,Salud,Medicina Preventiva,54.8,1
perito,Economía,Seguros y Coberturas,71.41842105263159,19
perito judicial,General,Seguros y Coberturas,83.54,17
perla,General,Seguros y Coberturas,66.82000000000001,3
permeabilidad,Economía,Seguros y Coberturas,56.07333333333333,3
permiso de circulación,Economía,Impuestos y Deducciones,50.55746887966805,241
perros potencialmente peligrosos,Economía,Seguros y Coberturas,75.28428571428572,14
persea americana,Salud,Trastornos Endocrinos,64.52931596091206,307
persiana,Hogar,Electrodomésticos y Averías,66.34181818181818,11
persona física,Economía,Riesgos y Responsabilidades,56.18144781144781,297
persona jurídica,Hogar,Coberturas y Responsabilidades,67.5234693877551,49
personalidad,Salud,Medicina Preventiva,64.15,4
perspectiva,Economía,Aspectos Legales y Normativos,51.771428571428565,28
período de carencia,Economía,Seguros y Coberturas,50.03764705882353,17
pesca,Viajes,Seguros de Viaje,58.76384615384616,13
pesca submarina,Viajes,Seguros de Viaje,66.96666666666667,12
pescado,Salud,Trastornos Endocrinos,70.77972891566264,332
pescado blanco,Salud,Medicina Preventiva,51.43666666666667,3
pesimismo,Salud,Salud Mental y Emocional,68.51333333333334,6
petróleo,Economía,Aspectos Legales y Normativos,61.58435897435897,39
pez,Hogar,Coberturas y Responsabilidades,54.330000000000005,3
pezón,Economía,Seguros y Coberturas,45.9,1
ph,Hogar,Coberturas y Responsabilidades,59.379999999999995,2
phishing,General,Normativas de Convivencia,72.91375000000001,24
pickup,General,Multas y Sanciones,56.66754716981132,53
piedra,Motor,Gestión de Seguros Automovilísticos,49.19764705882353,34
piedra angular,Economía,Seguros y Coberturas,46.26772727272727,22
piel,Salud,Trastornos Endocrinos,60.374957983193276,357
pila de combustible,Motor,Normativas de Circulación y Licencias,71.45342857142857,35
pimienta,Salud,Salud Pancreática,52.7184133611691,479
pintura,Hogar,Coberturas y Responsabilidades,70.10666666666667,6
pintura (material),Motor,Problemas Comunes en Vehículos,73.725,4
pinza,Motor,Problemas Comunes en Vehículos,65.5,1
piragüismo,Economía,Seguros y Coberturas,31.66,1
piratería,Economía,Seguros y Coberturas,52.47,1
piromanía,Hogar,Coberturas y Responsabilidades,39.94,1
pisa,Motor,Mantenimiento y Reemplazo de Embragues,50.871913043478266,115
piscina,General,Accidentes y Responsabilidades,64.13176470588235,17
pistón,Economía,Seguros y Coberturas,66.235,2
pisum sativum,Salud,Salud Digestiva,62.166666666666664,45
pit bull terrier americano,Mascotas,Cuidado y Mantenimiento de la Piel,73.322,5
pizza,Hogar,Electrodomésticos y Averías,63.86333333333334,3
piñón (mecanismo),Motor,Mantenimiento y Reemplazo de Embragues,60.27333333333333,3
placenta,Salud,Salud Infantil,64.76166666666667,18
placer,Viajes,Seguros de Viaje,77.3225,12
plaga,Hogar,Coberturas y Responsabilidades,55.11166666666667,6
plaguicida,Economía,Riesgos y Responsabilidades,71.67142857142858,7
plan de pensiones,Economía,Seguros y Coberturas,61.34850299401198,167
plan general de ordenación urbana,Hogar,Alquiler y Derechos del Inquilino,77.1,1
plancha de cocina,Salud,Trastornos Endocrinos,57.573267973856204,306
planeamiento,Economía,Aspectos Legales y Normativos,57.91205128205129,39
planeta,Economía,Seguros y Coberturas,40.501999999999995,5
planificación familiar,Salud,Trastornos Endocrinos,68.8168,25
planta medicinal,Salud,Medicina Preventiva,75.28333333333335,3
planta perenne,Salud,Salud Pancreática,61.092505219206686,479
plantae,Salud,Salud Pancreática,68.60407749077491,542
plata,General,Seguros y Coberturas,64.39,3
platino,Motor,Mantenimiento y Reemplazo de Embragues,59.99454545454546,11
playa,Hogar,Coberturas y Responsabilidades,57.72,8
plaza,Motor,Aspectos Legales de la Propiedad Vehicular,72.74571428571429,7
plaza de jacinto benavente,Economía,Consultas y Atención al Cliente,55.22666666666667,3
plástico,Hogar,Coberturas y Responsabilidades,68.16250000000001,12
población humana mundial,Economía,Aspectos Legales y Normativos,48.99583333333334,12
podemos,Economía,Consultas y Atención al Cliente,80.39333333333333,3
poder adquisitivo,Economía,Aspectos Legales y Normativos,45.324666666666666,15
poder legislativo,Economía,Seguros y Coberturas,59.822,5
podología,Salud,Medicina Preventiva,61.70153846153846,26
polea,Economía,Seguros y Coberturas,54.5,3
policía,Noticias,Delitos y Vandalismo,62.89739910313901,223
polimetilmetacrilato,Economía,Seguros y Coberturas,59.33190476190477,21
poliomielitis,Salud,Salud Infantil,54.541428571428575,7
poliposis nasal,Salud,Salud Infantil,64.35,2
poliéster,Hogar,Coberturas y Responsabilidades,53.15,6
polvo,Hogar,Coberturas y Responsabilidades,49.11714285714286,14
polvo dentífrico,Salud,Medicina Preventiva,49.38,1
política comercial,Motor,Aspectos Legales de la Propiedad Vehicular,68.836,5
pontevedra,Motor,Normativas de Circulación y Licencias,61.53888888888889,9
porcentaje,Economía,Seguros y Coberturas,57.759375,64
porifera,Hogar,Coberturas y Responsabilidades,54.9125,4
porosidad,Motor,Problemas Comunes en Vehículos,43.56,1
portabicicletas,Motor,Problemas Comunes en Vehículos,63.326666666666675,6
portabilidad,Economía,Cancelación y Baja de Seguros,57.599444444444444,36
portero electrónico,Hogar,Coberturas y Responsabilidades,69.6,1
posgrado,Economía,Seguros y Coberturas,55.2,1
potasio,Salud,Salud Digestiva,70.98577777777778,45
potencia (física),Motor,Mantenimiento y Reemplazo de Embragues,63.06015037593985,266
potencia eléctrica,Economía,Seguros y Coberturas,65.48142857142857,7
potencial evocado,Salud,Salud Infantil,34.15428571428571,7
precinto,Economía,Cancelación y Baja de Seguros,51.495000000000005,10
